"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TBLTU","ToughBuilt Industries, Inc.","5.2","0","n/a","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tbltu",
"TBLTW","ToughBuilt Industries, Inc.","0.195","0","n/a","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tbltw",
"TSEM","Tower Semiconductor Ltd.","17.96","1908901103.88","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","4.55","127214810.45","n/a","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","26.02","1885522803.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/town",
"TPIC","TPI Composites, Inc.","28.71","1005264084.33","n/a","2016","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","1.39","41559190.22","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","101.13","12247876750.86","n/a","1994","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/tsco",
"TW","Tradeweb Markets Inc.","36.58","0","n/a","2019","n/a","n/a","https://www.nasdaq.com/symbol/tw",
"TWMC","Trans World Entertainment Corp.","0.395","14322241.405","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","8.76","65270479.68","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","23.88","172152233.4","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns",
"TGA","TransGlobe Energy Corporation","1.84","133385410.64","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","12.95","586294699.9","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",
"TA","TravelCenters of America LLC","4.34","175325371.34","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","26.05","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","25.2","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","25.19","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannz",
"TZOO","Travelzoo","14.41","170980442.82","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TRMT","Tremont Mortgage Trust","9.39","29849091.63","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","1.55","143148138.9","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TPCO","Tribune Publishing Company","12.15","435037116.6","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","36.59","1561335256.28","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","40.1","1220007171.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","10.19","268060687.5","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","10.3693","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.17","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","0.6651","14125946.4981","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",
"TRS","TriMas Corporation","32.32","1476581765.44","n/a","2007","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","40.5","10219923859.5","n/a","1990","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","2.87","68756087.75","23956825","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TMCX","Trinity Merger Corp.","10.21","352245000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcx",
"TMCXU","Trinity Merger Corp.","10.55","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxu",
"TMCXW","Trinity Merger Corp.","0.35","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxw",
"TRIP","TripAdvisor, Inc.","52.9","7307405614.8","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","21.73","636510770.54","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","26.2195","768016297.661","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tscap",
"TBK","Triumph Bancorp, Inc.","30.88","824786611.68","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",
"TRVG","trivago N.V.","4.44","157885884.96","35559884","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TROV","TrovaGene, Inc.","3.9","15659303.4","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TRUE","TrueCar, Inc.","6.66","700092846.36","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"TRUP","Trupanion, Inc.","33.03","1134006009.21","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","7.88","762383814.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","35.01","2272149000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",
"TSRI","TSR, Inc.","5.24","10281204.88","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","36.14","1669997669.08","n/a","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","12.65","1330073092.7","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","6.77","17602000","2600000","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","82.2","874532293.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","2.15","100622872.4","n/a","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","4.73","168440356.37","35611069","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",
"HEAR","Turtle Beach Corporation","12","171317700","n/a","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","9.78","347062860","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","10.45","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.69","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcbw",
"TWLV","Twelve Seas Investment Company","10.02","268325580","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlv",
"TWLVR","Twelve Seas Investment Company","0.27","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvr",
"TWLVU","Twelve Seas Investment Company","10.48","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvu",
"TWLVW","Twelve Seas Investment Company","0.2488","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvw",
"TWIN","Twin Disc, Incorporated","16.99","222560708.88","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","25","700448100","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/twst",
"TRCB","Two River Bancorp","16","138647600","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",
"TYME","Tyme Technologies, Inc.","1.79","185795006.47","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"USCR","U S Concrete, Inc.","43.63","725099971.74","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","1.04","36829057.2","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","0.77","10361473.43","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.09","16498669.46","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","0.9349","18052927.4141","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usau",
"USWS","U.S. Well Services, Inc.","7.61","385576874.52","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","1.03","0","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/uswsw",
"UBNT","Ubiquiti Networks, Inc.","162.19","11437977128.34","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UFPT","UFP Technologies, Inc.","36.35","269318858.45","n/a","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","353.63","20794767990.72","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","11.68","456812380.32","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","0.5927","116989078.9465","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",
"RARE","Ultragenyx Pharmaceutical Inc.","74.36","3813103316.88","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","10.67","167084923.06","n/a","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",
"UMBF","UMB Financial Corporation","66.08","3241364486.08","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","17.36","3825422136.48","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","5.658","30027588.774","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",
"UBSH","Union Bankshares Corporation","34.35","2817263099.55","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","45.77","204482692.78","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"QURE","uniQure N.V.","62.09","2336216967","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UBCP","United Bancorp, Inc.","10.5676","62571890.3332","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","22.8734","74810519.7356","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","37.89","3873577338.09","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","26.45","2093141936.45","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","9.45","464267868.75","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ucfc",
"UAL","United Continental Holdings, Inc.","84.91","22647838563.07","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",
"UBNK","United Financial Bancorp, Inc. ","14.76","754656217.2","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","44.29","1114618615.88","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","16.31","701068273.43","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","13.03","662183218.82","n/a","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","10.33","175058605.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","78.02","437690717.62","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","120.81","5282107493.16","n/a","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","19.3","88670356.7","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","12.37","2264995824.39","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","20.09","216946244.62","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","9.03","386998646.79","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","163.95","7723745981.25","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","38.03","526432632.86","n/a","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","31.62","1939257793.62","n/a","1993","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","20.82","590951278.14","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","18","157801266","n/a","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","25.32","741615963.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uvsp",
"UMRX","Unum Therapeutics Inc.","4.34","130594341.08","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"TIGR","UP Fintech Holding Limited","15.3","198900000","13000000","2019","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","40.85","878060047.3","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","20.01","2134907520.3","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/upwk",
"UONE","Urban One, Inc. ","2.11","3432526.9","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","2.01","76342509.48","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","33.95","3515840407.8","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","2.3541","54462842.6874","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","40.35","826224475.05","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","9.34","283215988.74","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",
"ECOL","US Ecology, Inc.","56.83","1254251909.69","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",
"USAT","USA Technologies, Inc.","4.5","270004122","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usat",
